,Unnamed: 0,context_translated,question_translated,text_translated,original_index
10,10,"හත 1936 දී, මෙම කට්ටලය කෙටියෙන් මාළිගාවේ පෞද්ගලික මහල් නිවාස බවට පත් වූයේ අටවන එඩ්වඩ් රජු විසිනි.",බෙල්ජියම් සූට් එක පිහිටා තිබෙන්නේ කුමන පඩිපෙළ පාමුලද?,බෙල්ජියම් සූට් එක පිහිටා තිබෙන්නේ කුමන පඩිපෙළ පාමුලද?,10
11,11,ඇමතිගේ පඩිපෙළ පැරණි නින්ටෙන්ඩෝ ගේම්කියුබ් විසින් අයිබීඑම් විසින් නිර්මාණය කරන ලද ගෙකෝ ප්‍රොසෙසරය භාවිතා කරයි.,එක්ස්බොක්ස් 360 හි තිබූ ප්‍රොසෙසරය කුමක්ද?,PowerPC ට්‍රයි-කෝර් ප්‍රොසෙසරය,11
12,12,PowerPC ට්‍රයි-කෝර් ප්‍රොසෙසරය ටෝබි හෆ් පහත පරිදි වෙනස සාරාංශ කරයි:,මැඩාරි සාම්ප්‍රදායික යුරෝපීය විශ්ව විද්‍යාල වලට සමාන නොවන බව තර්ක කරන්නේ කවුද?,මධ්යකාලීන විශේෂ special යින්,12
13,13,මධ්යකාලීන විශේෂ special යින්,බර්න්හි කතා කරන ප්‍රධාන භාෂාව කුමක්ද?,බර්නිස් ජර්මන්,13
14,14,බර්නිස් ජර්මන් බර්නිස් ජර්මන්,1824 දී සර්බෝ-ක්‍රොඒෂියානු යන වචනය මුලින්ම භාවිතා කළේ කවුද?,ජේකබ් ග්‍රිම්,14
15,15,ජේකබ් ග්‍රිම් නූතන ඉංග්‍රීසියෙන් සමාන වන්නේ:,නූතන ඉංග්‍රීසියෙන් සමාන වන්නේ:,"ස්ථීරභාවය, වෙළඳ භාණ්ඩය සහ ප්‍රීතිය.",15
16,16,"ස්ථීරභාවය, වෙළඳ භාණ්ඩය සහ ප්‍රීතිය. ගිනියා-බිසව් නිදහසින් පසු දේශපාලන අස්ථාවරත්වයේ ඉතිහාසයක් ඇති අතර තේරී පත් වූ කිසිදු ජනාධිපතිවරයෙක් වසර පහක පූර්ණ කාලයක් සාර්ථකව සේවය කර නැත.",ගිනියා-බිසව් ස්වාධීන යැයි ප්‍රකාශයට පත් කළ වර්ෂය කුමක්ද?,1973,16
17,17,1973 ආයතනික අංශයේ ඩෙල් හි වෙළඳපල කොටස මීට පෙර ප්‍රතිවාදීන්ට එරෙහිව “දිය අගලක්” වූ නමුත් විකුණුම් හා ලාභ වේගයෙන් පහත වැටී ඇති බැවින් මෙය තවදුරටත් සිදු නොවේ.,ඩෙල්ගේ ප්‍රධාන ව්‍යාපාරික ප්‍රතිවාදියා කවුද?,හැව්ලෙට් පැකාර්ඩ්,17
18,18,"චීන ජෙනරාල්වරු සහ සූඕ සොංටැං වැනි නිලධාරීන් කැරලි මර්දනය කිරීමට නායකත්වය දුන් අතර මැන්චස් පිටුපස සිටගෙන සිටියහ. 1861 දී ටොංෂි අධිරාජ්‍යයා වයස අවුරුදු පහේදී සිංහාසනයට පැමිණි විට, මෙම නිලධාරීන් ඔහු වටා රොක් වූයේ ටොංෂි ප්‍රතිෂ් oration ාපනය ලෙසිනි. ඔවුන්ගේ අරමුණ වූයේ කොන්ෆියුෂියානු වටිනාකම් ආරක්ෂා කිරීම සඳහා බටහිර මිලිටරි තාක්‍ෂණය යොදා ගැනීමයි. සෙන්ග් ගුෆාන්, ගොං කුමරු සමඟ එක්ව, ලී හොංෂැං වැනි තරුණ නිලධාරීන්ගේ නැගීමට අනුග්‍රහය දැක්වූ අතර, ඔහු රාජවංශය මූල්‍යමය වශයෙන් ආපසු හරවා ස්වයං-ශක්තිමත් කිරීමේ ව්‍යාපාරය ආරම්භ කළේය. ප්‍රතිසංස්කරණවාදීන් පසුව චීනයේ පළමු ඒකාබද්ධ විදේශ කටයුතු අමාත්‍යංශය වන සොන්ග්ලි යේමන් ඇතුළු ආයතනික ප්‍රතිසංස්කරණ සමඟ ඉදිරියට ගියහ. විදේශ තානාපතිවරුන්ට අගනුවර පදිංචි වීමට ඉඩ දීම; අධිරාජ්‍ය සමුද්‍රීය රේගු සේවය ස්ථාපිත කිරීම; බියාන්ග් හමුදාව මෙන්ම නාවික හමුදාවක් වැනි නවීකරණය කරන ලද හමුදා පිහිටුවීම; ආයුධ කර්මාන්තශාලා යුරෝපීයයන්ගෙන් මිලදී ගැනීම. ප්‍රතිසංස්කරණවාදීන් පසුව චීනයේ පළමු ඒකාබද්ධ විදේශ කටයුතු අමාත්‍යංශය වන සොන්ග්ලි යේමන් ඇතුළු ආයතනික ප්‍රතිසංස්කරණ සමඟ ඉදිරියට ගියහ. විදේශ තානාපතිවරුන්ට අගනුවර පදිංචි වීමට ඉඩ දීම; අධිරාජ්‍ය සමුද්‍රීය රේගු සේවය ස්ථාපිත කිරීම; බියාන්ග් හමුදාව මෙන්ම නාවික හමුදාවක් වැනි නවීකරණය කරන ලද හමුදා පිහිටුවීම; ආයුධ කර්මාන්තශාලා යුරෝපීයයන්ගෙන් මිලදී ගැනීම.",නූතන චීන හමුදාවක නම කුමක්ද?,බියැන්ග් හමුදාව,18
19,19,"බියැන්ග් හමුදාව බොහෝ පිටපත්-ආරක්ෂණ පද්ධති පහසුවෙන් ලබා ගත හැකි, බොහෝ විට නොමිලේ ලබා දෙන මෘදුකාංග මගින් ප්‍රතිප්‍රහාර එල්ල කර ඇත.",සංයුක්ත තැටි පිටපත් කිරීමෙන් ආරක්ෂා කිරීමට වාර්තා සමාගම් මුලින්ම උත්සාහ කළේ කවදාද?,2001,19
20,20,"මුල් බුදු දහම අධ්‍යයනය කිරීමේ මූලික ගැටළුවක් වන්නේ ධ්‍යාන හා තීක්ෂ්ණ බුද්ධිය අතර සම්බන්ධතාවයයි. මුල් බුද්ධාගමේ 'තීක්ෂ්ණ බුද්ධිය' සහ 'බුද්ධත්වය' පිළිබඳ විස්තර හෝ න්‍යායන් පිළිබඳ බොහෝ විට උපුටා දක්වන ලද ලිපියේ ෂ්මිත්හවුසන් සඳහන් කරන්නේ, උදාර සත්‍යයන් හතර ""විමුක්තිදායක තීක්ෂ්ණ බුද්ධිය"" ලෙස සඳහන් කර ඇති බවයි. Ha ානස්, මජ්ජිමා නිකයා 36 වැනි පා to වලට පසුකාලීන එකතු කිරීමකි. [පිටුව අවශ්‍යයි] [පිටුව අවශ්‍යයි]",රූපා hana ානස් ඇත්තේ කුමක් ද?,මජ්ජිමා නිකාය,20
21,21,"නැපෝලියන් පශ්චාත් විප්ලවවාදී ප්‍රංශයේ අවනීතිය සහ ව්‍යාකූලත්වය අවසන් කළේය. කෙසේවෙතත්, ඔහුගේ විරුද්ධවාදීන් විසින් ඔහු ක y ර පාලකයෙකු හා කොල්ලකරුවෙකු ලෙස සලකනු ලැබීය. ඔහුගේ විවේචකයෝ චෝදනා කරන්නේ දහස් ගණනකට යුද්ධයේ හා මරණයේ අපේක්ෂාවන්ට මුහුණ දෙන විට ඔහු සැලකිය යුතු ලෙස කරදරයට පත් නොවූ බවත්, අවිවාදිත පාලනය සෙවීම යුරෝපය පුරා ගැටුම් මාලාවක් බවට පත් කළ බවත් ගිවිසුම් හා සම්මුතීන් නොසලකා හැර ඇති බවත්ය. හයිටි විප්ලවය තුළ ඔහුගේ භූමිකාව සහ ප්‍රංශයේ අධීක්ෂණ ජනපදවල වහල්භාවය නැවත ස්ථාපිත කිරීමට ගත් තීරණය මතභේදාත්මක වන අතර ඔහුගේ කීර්තිනාමයට එය බලපායි. හයිටි විප්ලවය තුළ ඔහුගේ භූමිකාව සහ ප්‍රංශයේ විදේශීය ජනපදවල වහල්භාවය නැවත ස්ථාපිත කිරීමට ගත් තීරණය මතභේදාත්මක වන අතර ඔහුගේ කීර්තිනාමයට එය බලපායි.",දහස් ගණනකට යුද්ධය හා මරණය පිළිබඳ අපේක්ෂාවෙන් නැපෝලියන්ට කරදරයක් නොවූ බවට චෝදනා කරන්නේ කවුද?,ඔහුගේ විවේචකයෝ,21
22,22,නියපොතු විලාසිතාවේ ආමන්ඩ් හැඩැති සිරුරක් බඳුනකට සමාන වන අතර එය වක්‍රාකාර ලී වලින් සාදා ඇත. එය සාමාන්‍යයෙන් නැමුණු ශබ්ද වගුවක් ඇති අතර එය ගුවන් යානා දෙකකින් සමන්විත වන අතර පා .මාලා හතරකින් සකස් කර ඇති ලෝහ නූල් 8 හි ආතතිය සැලකිල්ලට ගනී. Wood න දැව ඇඟිලි පුවරුවක් ඉහළින් වාඩි වී හෝ ශබ්ද වගුව සමඟ ෆ්ලෂ් කර ඇත. ඉතා පැරණි උපකරණ ලී සුසර කූ gs ් use භාවිතා කළ හැකි අතර නවතම උපකරණ සන්නද්ධ ලෝහ ටියුනර් භාවිතා කරයි. පාලම යනු දැවමය චලනය කළ හැකි දිගකි. පික්ගාර්ඩ් එකක් නූල් යට ශබ්ද කුහරයට පහළින් ඇලී තිබේ. යුරෝපීය වට රවුම සාමාන්‍යයෙන් ආචොප් මැන්ඩොලින් වල 13.876 වෙනුවට අඟල් 13 පරිමාණයක් භාවිතා කරයි. යුරෝපීය වට රවුම සාමාන්‍යයෙන් ආචොප් මැන්ඩොලින් වල 13.876 වෙනුවට අඟල් 13 පරිමාණයක් භාවිතා කරයි.,යුරෝපීය වටරවුමේ බහුලව භාවිතා වන පරිමාණය කොපමණ කාලයක්ද?,අඟල් 13 පරිමාණය,22
23,23,අඟල් 13 පරිමාණය භාවිතයේ ඇති තඹ ප්‍රමාණය වැඩි වෙමින් පවතින අතර සංවර්ධිත ලෝක මට්ටමේ භාවිතයට සියලු රටවලට ඉඩ සැලසීමට ප්‍රමාණවත් තරම් ප්‍රමාණවත් නොවේ.,තඹ නිස්සාරණය කරන්නේ කුමන වර්ගයේ පතල් වලින්ද?,විවෘත වළවල්,23
24,24," කපු ජින් කළ පසු ඉතිරිව ඇති කපු බීජ කපු තෙල් නිපදවීමට යොදා ගන්නා අතර එය පිරිපහදු කිරීමෙන් පසු වෙනත් ඕනෑම එළවළු තෙල් මෙන් මිනිසුන්ට පරිභෝජනය කළ හැකිය. සාමාන්‍යයෙන් ඉතිරි වන කපු බීජ ආහාරයට ගන්නේ පශු සම්පත් සඳහා ය; ආහාර වේලෙහි ඉතිරිව ඇති ගොසිපෝල් මොනොගස්ට්‍රික් සතුන්ට විෂ සහිත වේ. කිරි ගව සලාක සඳහා කපු පුළුන් එකතු කළ හැකිය. ඇමරිකානු වහල් කාලය තුළ කපු මූල පොතු ජන පිළියම් වලදී ගබ්සා කිරීමක් ලෙස භාවිතා කරන ලදී, එනම් ගබ්සාවක් ඇති කිරීමට. ගොසිපෝල් යනු කපු පැලෑටියේ සෑම ප්‍රදේශයකම දක්නට ලැබෙන බොහෝ ද්‍රව්‍යයන්ගෙන් එකක් වන අතර එය විද්‍යා scientists යින් විසින් විස්තර කරන ලද්දේ 'විෂ වර්ණක' ලෙසිනි. එය ශුක්‍රාණු වර්ධනය වීම වළක්වන බවක් හෝ ශුක්‍රාණුවල සංචලතාව සීමා කරන බවක් ද පෙනේ. එසේම, ඇතැම් හෝමෝන මුදා හැරීම සීමා කිරීමෙන් ඔසප් චක්‍රයට බාධා කිරීමට සිතනු ලැබේ.එසේම, ඇතැම් හෝමෝන මුදා හැරීම සීමා කිරීමෙන් ඔසප් චක්‍රයට බාධා කිරීමට සිතනු ලැබේ.",සැකසූ කපු තෙල් තෙල් මොනවාද?,එළවලු තෙල්.,24
25,25,මර්ෆිගේ අයිරිෂ් ස්ටවුට් සහ අසල පිහිටි බීමිෂ් සහ ක්‍රෝෆර්ඩ් බීර කර්මාන්ත ශාලාව (2008 දී හයිනෙකන් විසින් පවරා ගන්නා ලද) පරම්පරා ගණනාවක් තිස්සේ නගරයේ ඇති හීනෙන්කන් බ rew වරි නගරයද මෙම නගරය සතුය. ලෝකයේ ටික් ටැක් රසකැවිලි වලින් 45% ක් නිෂ්පාදනය කරනු ලබන්නේ නගරයේ ෆෙරේරෝ කර්මාන්ත ශාලාවේ ය. වසර ගණනාවක් තිස්සේ කෝක් ෆෝඩ් මෝටර් සමාගමේ නිවහන වූ අතර එය 1984 දී කම්හල වසා දැමීමට පෙර ඩොක්ලන්ඩ් ප්‍රදේශයේ මෝටර් රථ නිෂ්පාදනය කරන ලදී. හෙන්රි ෆෝඩ්ගේ සීයා වෙස්ට් කෝක්හි සිට ඇති අතර එය නිෂ්පාදන කම්හල විවෘත කිරීමට ප්‍රධාන හේතුවක් විය. කෝක්. නමුත් තාක්‍ෂණය 1970 සහ 1980 දශකවල පැරණි නිෂ්පාදන ව්‍යාපාර වෙනුවට ආදේශ කර ඇති අතර දැන් බොහෝ I.T. නගරයේ මධ්‍යස්ථාන - කෝක් ගුවන්තොටුපල ව්‍යාපාරික උද්‍යානයේ පිහිටුවා ඇති මාර්ගගත සිල්ලර වෙළෙන්දා වන ඇමසන්.කොම් වැනි. නගරයේ මධ්‍යස්ථාන - කෝක් ගුවන්තොටුපල ව්‍යාපාරික උද්‍යානයේ පිහිටුවා ඇති මාර්ගගත සිල්ලර වෙළෙන්දා වන ඇමසන්.කොම් වැනි.,කෝක් ගුවන්තොටුපල ව්‍යාපාරික උද්‍යානයේ මෙහෙයුම් ඇති අන්තර්ජාල සිල්ලර දැවැන්තයා කුමක්ද?,Amazon.com,25
26,26,Amazon.com නාගුමෝට ඔහුගේ ගුවන් යානා හතරෙන් එක්සත් ජනපද 348 (ගොඩබිම 115) සිට ගුවන් යානා 272 ක් ක්‍රියාත්මක විය.,මිඩ්වේ ආක්‍රමණය සඳහා නාගුමෝ සතුව ගුවන් යානා කීයක් තිබේද?,272,26
