,Unnamed: 0,context_translated,question_translated,text_translated,original_index
76,76,ටෙතිස් ඒවා මුලින් ගීත කුරුල්ලන් ලෙස තබා ඇති අතර ඒවා ගීත තරඟ සඳහා නිතිපතා භාවිතා කර ඇතැයි සැලකේ.,කවදා හෝ විනෝදාස්වාද කටයුතු සඳහා කරල් භාවිතා කර තිබේද?,ඒවා මුලින් ගීත කුරුල්ලන් ලෙස තබා ඇති අතර ඒවා ගීත තරඟ සඳහා නිතිපතා භාවිතා කර ඇතැයි සැලකේ.,1076
77,77,"දේශගුණික විපර්යාස සීමා කිරීමට දේශපාලන politicians යින් කැප වුවහොත් 2060 වන විට ලෝකයේ බලයෙන් තුනෙන් එකක් ලබා දිය හැකි බව ෆොටෝ වෝල්ටීයතා, සූර්ය උණු වතුර සහ සාන්ද්‍රිත සූර්ය බලශක්තිය වැනි සූර්ය බලශක්ති තාක්‍ෂණයන් විසින් 2011 දී ජාත්‍යන්තර බලශක්ති ඒජන්සිය විසින් කරන ලද වාර්තාවකින් හෙළි විය. බලශක්ති කාර්යක්ෂමතාව වැඩිදියුණු කිරීම සහ හරිතාගාර වායු විමෝචක සඳහා පිරිවැය පැටවීම සමඟ ගෝලීය ආර්ථිකය කාබනීකරණය කිරීම සඳහා සූර්යයාගේ ශක්තිය ප්‍රධාන කාර්යභාරයක් ඉටු කළ හැකිය. ""සූර්යයාගේ ශක්තිය යනු කුඩා පරිමාණයේ සිට මහා පරිමාණය දක්වා යෙදුම්වල ඇදහිය නොහැකි විවිධත්වය සහ නම්‍යතාවයයි"". ""සූර්යයාගේ ශක්තිය යනු කුඩා පරිමාණයේ සිට මහා පරිමාණය දක්වා යෙදුම්වල ඇදහිය නොහැකි විවිධත්වය සහ නම්‍යතාවයයි"".",දේශගුණික විපර්යාස සීමා කිරීමට සූර්ය ශක්තියට කුමක් කළ හැකිද?,බලශක්ති කාර්යක්ෂමතාව වැඩිදියුණු කිරීම සහ හරිතාගාර වායු විමෝචක සඳහා පිරිවැය පැනවීමත් සමඟ ගෝලීය ආර්ථිකය කාබනීකරණය කිරීමෙහිලා ප්‍රධාන කාර්යභාරයක් ඉටු කළ හැකිය.,1077
78,78,"1955 දී ඇමරිකානු න්‍යෂ්ටික අවි ප්‍රතිපත්තිය නිරායුධකරණයට වඩා මූලික වශයෙන් ආයුධ පාලනය අරමුණු කරගත් එකක් බවට පත්විය. 1955 වන තෙක් ආයුධ සම්බන්ධ සාකච්ඡා අසාර්ථක වීමට ප්‍රධාන වශයෙන් හේතු වූයේ රුසියානුවන් කිසිදු ආකාරයක පරීක්ෂාවකට අවසර දීම ප්‍රතික්ෂේප කිරීමයි. එම වසරේ ලන්ඩනයේ පැවති සාකච්ඡාවලදී ඔවුන් පරීක්ෂණ ගැන සාකච්ඡා කිරීමට කැමැත්ත ප්‍රකාශ කළහ. පරීක්ෂණ සඳහා අවසර දීමට එක්සත් ජනපදයේ අකමැත්තෙන් ඔහු ප්‍රතිචාර දැක්වූ විට අයිසන්හවර් වෙත වගු ක්‍රියාත්මක විය. එම වසරේ මැයි මාසයේදී රුසියානුවන් ඔස්ට්‍රියාවට නිදහස ලබා දෙන ගිවිසුමක් අත්සන් කිරීමට එකඟ වූ අතර එක්සත් ජනපදය, එක්සත් ජනපදය සහ ප්‍රංශය සමඟ ජිනීවා සමුළුවකට මග පෑදීය. ජිනීවා සමුළුවේදී අයිසන්හවර් නිරායුධකරණයට පහසුකම් සැලසීම සඳහා “විවෘත අහස” නමින් යෝජනාවක් ඉදිරිපත් කළ අතර, මිලිටරි යටිතල පහසුකම් පිළිබඳ විවෘත නිරීක්ෂණයක් සඳහා එකිනෙකාගේ අහසට අන්‍යෝන්‍ය ප්‍රවේශය ලබා දීමට රුසියාව සහ එක්සත් ජනපදය සැලසුම් කර තිබුණි. රුසියානු නායක නිකිටා කෘෂ්චෙව් එම යෝජනාව අතහැර දැමීය. රුසියානු නායක නිකිටා කෘෂ්චෙව් එම යෝජනාව අතහැර දැමීය.",1955 සාකච්ඡාවලින් පසුව න්‍යෂ්ටික අවි පරීක්ෂා කිරීමට අවසර දීම ප්‍රතික්ෂේප කළේ කවුද?,අයිසන්හවර්,1078
79,79,නවදිල්ලියේ ඉන්දියාවේ විශාලතම බස් ප්‍රවාහන පද්ධතියක් ඇත. ලොව විශාලතම සම්පීඩිත ස්වාභාවික ගෑස් (සීඑන්ජී) ඉන්ධන පිරවූ බස්රථ හිමිකාරීත්වය දරනු ලබන්නේ දිල්ලි ප්‍රවාහන සංස්ථාව (ඩීටීසී) විසිනි. පුද්ගලික වාහන විශේෂයෙන් කාර් ද නවදිල්ලියේ මාර්ගවල ධාවනය වන ප්‍රධාන වාහන සමූහයකි. ඉන්දියාවේ වෙනත් ඕනෑම අගනගරයකට සාපේක්ෂව වැඩිම ලියාපදිංචි කාර් සංඛ්‍යාවක් නවදිල්ලියේ තිබේ. ටැක්සි සහ ඔටෝ රික්ෂෝ ද නවදිල්ලියේ මාර්ගවල විශාල වශයෙන් ධාවනය වේ. නවදිල්ලිය ඉන්දියාවේ ඉහළම මාර්ග ity නත්වයෙන් එකකි. නවදිල්ලිය ඉන්දියාවේ ඉහළම මාර්ග ity නත්වයෙන් එකකි.,නවදිල්ලියේ බස් ප්‍රවාහන පද්ධතිය ක්‍රියාත්මක කරන රජය සතු සංවිධානය කුමක්ද?,දිල්ලි ප්‍රවාහන සංස්ථාව (ඩීටීසී),1079
80,80,"දිල්ලි ප්‍රවාහන සංස්ථාව (ඩීටීසී)... සමාජ සම්මතයන් ආවරණය කළ යුතු, අලංකාර කිරීමේ ආකාරයක් ලෙස ක්‍රියා කළ යුතු සහ වෙනත් සමාජ අරමුණු සඳහා සේවය කළ යුතු ශරීරයේ කොටස් ඒවා ආවරණය කරයි.",තමන් විසින් නිර්මාණය කරන ලද ඇඳුම්වල අතිශය නව නිපැයුම් පෙන්නුම් කර ඇති සත්වයා කුමක්ද?,මිනිසුන්,1080
81,81,HTML5 ප්‍රමිතියට සහය දක්වන වෙබ් බ්‍රව්සර්වල බහුමාධ්‍ය හැකියාවන් භාවිතා කරන වෙබ් අඩවියේ පර්යේෂණාත්මක අනුවාදයක් 2010 ජනවාරි මාසයේදී යූ ටියුබ් විසින් දියත් කරන ලදී. මෙය ඇඩෝබි ෆ්ලෑෂ් ප්ලේයරය හෝ වෙනත් ප්ලග්-ඉන් එකක් ස්ථාපනය කිරීමකින් තොරව වීඩියෝ නැරඹීමට ඉඩ දී ඇත. යූ ටියුබ් වෙබ් අඩවියට HTML5 අත්හදා බැලීම සඳහා සහය දක්වන බ්‍රව්සර් වලට ඉඩ දෙන පිටුවක් තිබුණි. H.264 හෝ WebM ආකෘති භාවිතා කරමින් HTML5 වීඩියෝ සඳහා සහය දක්වන බ්‍රව්සර් වලට පමණක් වීඩියෝ වාදනය කළ හැකි අතර වෙබ් අඩවියේ සියලුම වීඩියෝ ලබා ගත නොහැකි විය. H.264 හෝ WebM ආකෘති භාවිතා කරමින් HTML5 වීඩියෝ සඳහා සහය දක්වන බ්‍රව්සර් වලට පමණක් වීඩියෝ වාදනය කළ හැකි අතර වෙබ් අඩවියේ සියලුම වීඩියෝ ලබා ගත නොහැකි විය.,2010 දී යූ ටියුබ් සිය වෙබ් අඩවියේ අනුවාදයක් දියත් කළේ කුමන ප්‍රමිතියට අනුවද?,HTML5,1081
82,82,"HTML5 1856 දී ජර්මානු ඉතිහාස ian යෙකු හා වාග් විද්‍යා ologist යෙකු වූ ජෝර්ජ් වොයිග්ට් විසින් පුනරුදය මානවවාදය විස්තර කිරීම සඳහා මානවවාදය භාවිතා කිරීමත් සමඟ සම්භාව්‍ය ඉගෙනීම පුනර්ජීවනය කිරීම සඳහා ඉතාලි පුනරුදයේ දී සමෘද්ධිමත් වූ ව්‍යාපාරය, බොහෝ රටවල, විශේෂයෙන් ඉතාලියේ ඉතිහාස ians යින් අතර පුළුල් පිළිගැනීමක් දිනා ගැනීමට සමත් විය.",ඉංග්‍රීසි භාෂාවෙන් නිවසක් සොයා ගැනීම සඳහා මානවවාදය යන වචනයට සහාය වීමේ ගෞරවය හිමි විය හැක්කේ කාටද?,ෆෙඩ්රික් එම්මානුවෙල් නීතම්මර්,1082
83,83,"මෙක්සිකෝ නගරය රූපවාහිනී, සංගීත සහ චිත්‍රපට කර්මාන්ත සඳහා ලතින් ඇමරිකාවේ ප්‍රමුඛතම මධ්‍යස්ථානයයි. මුද්‍රිත මාධ්‍ය සහ පොත් ප්‍රකාශන කර්මාන්ත සඳහා මෙක්සිකෝවේ වඩාත් වැදගත් වේ. එල් යුනිවර්සල්, එක්සෙල්සියර්, රෙෆෝමා සහ ලා ජෝර්නාඩා ඇතුළු දිනපතා පුවත්පත් දුසිම් ගණනක් ප්‍රකාශයට පත් කෙරේ. අනෙකුත් ප්‍රධාන ලිපි අතර මිලේනියෝ, ක්‍රෙනිකා, එල් ඉකොනොමිස්ටා සහ එල් ෆිනෑන්සියෙරෝ ඇතුළත් වේ. ප්‍රමුඛ සඟරා අතර එක්ස්පන්සියන්, ප්‍රොසෙසෝ, පෝඩර් මෙන්ම වැනිඩේඩ්ස්, ක්වීන්, චිලැන්ගෝ, ටීවී නොටාස් වැනි විනෝදාත්මක ප්‍රකාශන දුසිම් ගණනක් සහ වෝග්, ජීකියු සහ වාස්තු විද්‍යාත්මක ඩයිජෙස්ට්හි දේශීය සංස්කරණ ඇතුළත් වේ. ප්‍රමුඛ සඟරා අතර එක්ස්පන්සියන්, ප්‍රොසෙසෝ, පෝඩර් මෙන්ම වැනිඩේඩ්ස්, ක්වීන්, චිලැන්ගෝ, ටීවී නොටාස් වැනි විනෝදාත්මක ප්‍රකාශන දුසිම් ගණනක් සහ වෝග්, ජීකියු සහ වාස්තු විද්‍යාත්මක ඩයිජෙස්ට්හි දේශීය සංස්කරණ ඇතුළත් වේ.",මෙක්සිකෝ නගරයේ අඩිපාරක් ඇති ඇමරිකානු සඟරා මොනවාද?,"වෝග්, ජීකියු සහ වාස්තු විද්‍යාත්මක ඩයිජෙස්ට්",1083
84,84,"වෝග්, ජීකියු සහ වාස්තු විද්‍යාත්මක ඩයිජෙස්ට්... ජේම්ස් තවදුරටත් කියා සිටින්නේ, “අපි අ cry න නිසා අපට දුකක් දැනෙනවා, අපි පහර දෙන නිසා කෝප වෙනවා, අපි වෙව්ලන නිසා බිය වෙනවා, අපි අ cry න්නේවත්, පහර දෙන්නේවත්, වෙවුලන්නේවත් නැහැ.",හැඟීම් ඇති කිරීම සඳහා උත්තේජනයක් ලැබෙනු ඇතැයි ජේම්ස් විශ්වාස කළේ කුමක්ද?,ස්වයංක්‍රීය ස්නායු පද්ධතිය,1084
85,85,"ස්වයංක්‍රීය ස්නායු පද්ධතිය... VI, එම්. 32), සවුත්හැම්ප්ටන් සහ පෝර්ට්ස්මූත් හි නගර සහ වරායන්හි නගරාධිපති, ඇපකරුවන් සහ බර්ගිස්වරු හැම්ප්ෂයර් වෙතින් සංස්ථාපිත හා වෙන් වූ ප්‍රාන්තයක් බවට පත්විය.",1199 ප්‍ර ter ප්තියේ දක්වා ඇති සිරිත් විරිත් සහ ගාස්තු සඳහා සවුත්හැම්ප්ටන්හි බර්ගිස්වරුන් විසින් ගෙවනු ලබන වාර්ෂික ගාස්තුව කොපමණද?,ඩොලර් 200 යි,1085
86,86,"ඩොලර් 200 යි... රොබෝ නිෂ්පාදනය සමඟ, වර්ණ උළු බෆරයට පටවනු ලැබේ, පසුව සැලසුම් මෘදුකාංගයේ විධාන ගොනුවකට අනුව රොබෝවරයා උළු තෝරාගෙන තනි තනිව තබයි.",නිෂ්පාදන ස්වයංක්‍රීයකරණය ජනප්‍රිය වී ඇත්තේ ඇයි?,සංවර්ධිත රටවල ශ්‍රම පිරිවැය ඉහළ යාම,1086
87,87,සංවර්ධිත රටවල ශ්‍රම පිරිවැය ඉහළ යාම වරක් රැජින වූ ඇය ඇය ඉදිරිපිට සිට ඇයව තහනම් කළ නමුත් ඔහු ඇගේ මවගේ නිවසේ රැඳී සිටියේය.,වික්ටෝරියා සංචාරය කිරීමට රජු අකමැති වූයේ ඇයි?,ඔවුන් වික්ටෝරියා ඔහුගේ ප්‍රතිවාදියා ලෙස නිරූපණය කිරීම ගැන සැලකිලිමත් විය,1087
88,88,"ඔවුන් වික්ටෝරියා ඔහුගේ ප්‍රතිවාදියා ලෙස නිරූපණය කිරීම ගැන සැලකිලිමත් විය... පර්ඩුරන්ටිස්ට්වාදීන් ඔවුන්ගේ දෘෂ්ටියේ ශ්‍රේෂ් eri ත්වය ප්‍රකාශ කිරීම සඳහා භාවිතා කරන එක් තර්කයක් නම්, වස්තූන්ගේ වෙනස සැලකිල්ලට ගැනීමට perdurantism හට හැකියාව ඇති බවයි.",යම් වස්තුවක් කාලයාගේ ඇවෑමෙන් පැවතීම විවිධ කාලවලදී සම්පූර්ණයෙන්ම පැවතිය යුතු යැයි කවුද විශ්වාස කරන්නේ?,endurantist,1088
89,89,"පෙන්වා ඇති ආලෝක ස්විච් පරිපථය වැනි භූගත-විමෝචක ට්‍රාන්සිස්ටර පරිපථයක, මූලික වෝල්ටීයතාව ඉහළ යන විට, විමෝචක සහ එකතු කරන්නාගේ ධාරා on ාතීය ලෙස ඉහළ යයි. එකතු කරන්නාගේ සිට විමෝචකය දක්වා ප්‍රතිරෝධය අඩු වීම නිසා එකතු කරන්නාගේ වෝල්ටීයතාවය පහත වැටේ. එකතු කරන්නා සහ විමෝචකය අතර වෝල්ටීයතා වෙනස ශුන්‍ය (හෝ ශුන්‍යයට ආසන්න) නම්, එකතු කරන්නා ධාරාව සීමා වන්නේ බර ප්‍රතිරෝධය (විදුලි බුබුල) සහ සැපයුම් වෝල්ටීයතාවයෙන් පමණි. එකතු කරන්නාගේ සිට විමෝචකය දක්වා ධාරාව නිදහසේ ගලා යන බැවින් මෙය සන්තෘප්තිය ලෙස හැඳින්වේ. සංතෘප්ත වූ විට, ස්විචය ක්‍රියාත්මක වන බව කියනු ලැබේ. සංතෘප්ත වූ විට, ස්විචය ක්‍රියාත්මක වන බව කියනු ලැබේ.",සංතෘප්ත වන විට මාරුවීමේ ස්ථානය කුමක්ද?,මත,1089
90,90,මත... [උපුටා දැක්වීම අවශ්‍යයි],බයිසිකල් බෙදා ගැනීමේ පද්ධතියක් දියත් කළ සැලැස්ම කුමක්ද?,බයික් ක්‍රියාව,1090
91,91,"දුරස්ථව පාලනය කරන ලද තුවක්කු භාවිතයෙන් මිනිසුන්ට අන්තර්ජාලය හරහා දඩයම් කිරීමට ඉඩ දෙමින් 2005 දී අන්තර්ජාල දඩයම හඳුන්වා දුන් විට, දඩයම්කරුවන් විසින් සාධාරණ හඹා යාමේ මූලධර්ම උල්ලං as නය කිරීමක් ලෙස මෙම ක්‍රියාව පුළුල් ලෙස විවේචනය කරන ලදී. ජාතික රයිෆල් සංගමයේ (NRA) නියෝජිතයෙකු පැහැදිලි කළ පරිදි, “ඔබේ ගිනි අවිය හෝ දුන්න සමඟ පිට්ටනියේ සිටීම සාධාරණ දඩයම දඩයම් සම්ප්‍රදායේ වැදගත් අංගයක් බව NRA සෑම විටම පවත්වා ගෙන ගොස් ඇත. ඔබේ පරිගණකය ඉදිරිපිට ඔබේ මේසය මත හිඳ ගැනීම , මූසිකයක් මත ක්ලික් කිරීමෙන් දඩයම් කිරීම සමග කිසිදු සම්බන්ධයක් නැත. ” ඔබේ පරිගණකය ඉදිරිපිට මේසය මත හිඳගෙන, මූසිකයක් මත ක්ලික් කිරීමෙන් දඩයම් කිරීමට කිසිදු සම්බන්ධයක් නැත.",මෙම උල්ලං on නය ගැන කතා කළේ කවුද?,ජාතික රයිෆල් සංගමය (NRA),1091
92,92,"ඔහුගේ පළමු වෘත්තීය රූපවාහිනී රැකියාව පැමිණියේ 1969 රාත්‍රී ගැලරියේ නියමු කථාංගය සඳහා එක් අංශයක් අධ්‍යක්ෂණය කිරීම සඳහා ඔහු බඳවා ගත් අවස්ථාවේදීය. ""අයිස්"" යන කොටසෙහි ජෝන් ක්‍රෝෆර්ඩ් රඟපෑවේ; ඇය සහ ස්පීල්බර්ග් මිය යන තුරුම කිට්ටු මිතුරන් වූ බව වාර්තා වේ. කථාංගය ඔහුගේ කාර්ය මණ්ඩලයේ අසාමාන්‍ය දෙයක් වන අතර, ඔහුගේ පසුකාලීන, වඩා පරිණත චිත්‍රපටවලට වඩා කැමරා වැඩ ඉතා ශෛලීගත කර ඇත. මෙයින් පසුව, මාකස් වෙල්බි, එම්.ඩී.ගේ කථාංගයක්, ස්පීල්බර්ග්ට ඔහුගේ පළමු විශේෂාංග-දිග පැවරුම ලැබුණි: ""L.A. 2017"" නමින් The Name of the Game හි කථාංගය. මෙම අනාගත විද්‍යා ප්‍රබන්ධ කථාංගය යුනිවර්සල් ස්ටූඩියෝස්ගේ සිත් ගත් අතර ඔවුන් ඔහුව කෙටි කොන්ත්‍රාත්තුවක් සඳහා අත්සන් කළහ. ඔහු රාත්‍රී ගැලරියේ තවත් අංශයක් කළ අතර කොලම්බෝ හි පළමු කතා මාලාව ගොඩබෑමට පෙර ඕවන් මාෂල්: නීති උපදේශක සහ මනෝචිකිත්සක වැනි ප්‍රදර්ශන සඳහා යම් වැඩක් කළේය (පෙර කථාංග ඇත්ත වශයෙන්ම රූපවාහිනී චිත්‍රපට විය). ඔහු රාත්‍රී ගැලරියේ තවත් අංශයක් කළ අතර කොලම්බෝ හි පළමු කතා මාලාව ගොඩබෑමට පෙර ඕවන් මාෂල්: නීති උපදේශක සහ මනෝචිකිත්සක වැනි ප්‍රදර්ශන සඳහා යම් වැඩක් කළේය (පෙර කථාංග ඇත්ත වශයෙන්ම රූපවාහිනී චිත්‍රපට විය).",ස්ටීවන් ස්පීල්බර්ග්ගේ පළමු අංග දිග පැවරුම කුමක්ද?,"""L.A. 2017"" නමින් හැඳින්වෙන ක්‍රීඩාවේ නම.",1092
93,93,"""L.A. 2017"" නමින් හැඳින්වෙන ක්‍රීඩාවේ නම. යුවාන් සමයේදී චීනය සහ ටිබෙට් අතර පැවති බලපත්‍රලාභී දේශසීමා වෙළඳපොළක් වැනි උදාහරණ උපුටා දක්වමින් “ටිබෙටය අධිරාජ්‍යයේ අද්විතීය කොටසක් ලෙස පැවතුණි.",යුවාන් සමයේදී චීනය සහ ටිබෙට් අතර පැවතියේ කුමක්ද?,බලපත්‍රලාභී දේශසීමා වෙළඳපොළක්,1093
94,94,"1579 ජනවාරි 20 වන දින යූට්රෙක්ට් යූනියන්හිදී, ඕලන්දයට සහ සීලන්ඩ්ට එක් ආගමක් පමණක් පිළිගැනීමේ අයිතිය ලබා දී ඇත (ප්‍රායෝගිකව කැල්වින්වාදය). පුද්ගලික ආගම තෝරාගැනීමේදී සෑම පුද්ගලයෙකුම නිදහස් විය යුතු බවත්, ආගමික තේරීම මත පදනම්ව කිසිදු පුද්ගලයෙකුට එරෙහිව නඩු පැවරිය යුතු නැති බවත් සංගමය ප්‍රකාශ කළද, අනෙක් සෑම පළාතකටම ආගමික ප්‍රශ්නය නියාමනය කිරීමේ නිදහස තිබුණි. ඔරේන්ජ් හි විලියම් මහජන හා පෞද්ගලික ආගමික නිදහසේ ප්‍රබල ආධාරකරුවෙකු වූ අතර නව සංගමයට රෙපරමාදු භක්තිකයන් සහ කතෝලිකයන් එක්සත් කිරීමට බලාපොරොත්තු වූ අතර ඔහුට සංගමය පරාජයක් විය. ප්රායෝගිකව, සෑම පළාතකම කතෝලික සේවාවන් ඉක්මනින් තහනම් කරන ලද අතර ප්රතිසංස්කරණය කරන ලද පල්ලිය ජනරජයේ ""පොදු"" හෝ ""වරප්රසාදිත"" පල්ලිය බවට පත්විය. ප්රායෝගිකව, සෑම පළාතකම කතෝලික සේවාවන් ඉක්මනින් තහනම් කරන ලද අතර ප්රතිසංස්කරණය කරන ලද පල්ලිය ජනරජයේ ""පොදු"" හෝ ""වරප්රසාදිත"" පල්ලිය බවට පත්විය.",සියලුම පළාත් වල තහනම් කර ඇත්තේ කුමක්ද?,කතෝලික සේවා,1094
95,95,"ඒපීජී විසින් කරන ලද මෑත අධ්‍යයනයන්හි දැක්වෙන්නේ මොනොකොට් මොනොෆයිලෙටික් කාණ්ඩයක් (ක්ලේඩ්) සාදන නමුත් ඩයිකොට් (ඒවා පැරෆයිලෙටික්) නොවන බවයි. එසේ වුවද, ඩයිකොට් විශේෂ වලින් බහුතරයක් මොනොෆයිලෙටික් කාණ්ඩයක් සාදයි, ඒවා යුඩිකොට්ස් හෝ ට්‍රයිකොල්පේට් ලෙස හැඳින්වේ. ඉතිරි ඩයිකොට් විශේෂ අතුරින් බොහෝමයක් විශේෂ 9,000 ක් පමණ අඩංගු මැග්නොලයිඩ් ලෙස හඳුන්වන තුන්වන ප්‍රධාන ක්ලේඩයට අයත් වේ. සෙසු ඒවාට සාමූහිකව බාසල් ඇන්ජියෝස්පර්ම් ලෙස හඳුන්වන ප්‍රාථමික විශේෂවල පැරෆයිලෙටික් කාණ්ඩයක් ඇතුළත් වන අතර සෙරාටොෆිලැසි සහ ක්ලෝරන්තේසී යන පවුල් ද වේ. සෙසු ඒවාට සාමූහිකව බාසල් ඇන්ජියෝස්පර්ම් ලෙස හඳුන්වන ප්‍රාථමික විශේෂවල පැරෆයිලෙටික් කාණ්ඩයක් ඇතුළත් වන අතර සෙරාටොෆිලැසි සහ ක්ලෝරන්තේසී යන පවුල් ද වේ.",මැග්නොලයිඩ් විශේෂ ඩයිකොට් විශේෂ කීයක් තිබේද?,"9,000 ක් පමණ",1095
96,96,"9,000 ක් පමණ ක්‍රි.පූ 1 වන සියවසේ සිවිල් යුද්ධ වැනි මිලිටරි හදිසි අවස්ථා වලදී මෙම ක්‍රියාව අඩු ප්‍රචලිත විය. රෝමානු ආ ict ාදායකයා, ට්‍රයම්විර් හෝ සෙනෙට් සභාව විසින්ම එහි සාමාජිකයින් තෝරා ගනු ඇත.",හමුදා ක්‍රියාමාර්ගයක් අධීක්ෂණය කිරීම සඳහා වගකිව යුත්තේ කවුද?,සෙනෙට් සභාව,1096
97,97,"සෙනෙට් සභාව... ගාඩියන් පුවත්පත පැවසුවේ ""ඔහුගේ කට්ටලයට ප්‍රබල රුදුරු බවක් ඇත - නමුත් හිඩැස් හා පල්වීමක් ඇත. ඔහු විශාල පිරිසක් ඉදිරියේ අමුතු හුදකලා චරිතයක් කපා දමයි.""",කැනීට ගෞරව ආචාර්ය උපාධියක් ලැබුණේ කුමන ආයතනයෙන් ද?,චිකාගෝහි කලා ආයතනය,1097
98,98,"චිකාගෝහි කලා ආයතනය බොහෝ අසල්වැසි ප්‍රදේශවල සහ අසල්වැසි ප්‍රදේශවල තමන්ගේම දේශීය පුවත්පත් වන ඇවෙන්චුරා නිව්ස්, කොරල් ගේබල්ස් ට්‍රිබියුන්, බිස්කයින් බේ ට්‍රිබියුන් සහ පැල්මෙටෝ බේ නිව්ස් ද ඇත.",මියාමි නිව් ටයිම්ස් පදනම් කරගත් මයාමි හි කුමන අසල්වැසි ප්‍රදේශයකද?,මිඩ්ටවුන්,1098
99,99,"දිවා ආලෝකය ඉතිරි කිරීම ආරම්භයේ සිටම මතභේදයට තුඩු දී තිබේ. වින්ස්ටන් චර්චිල් තර්ක කළේ එය ""මේ රටේ වෙසෙන මිලියන සංඛ්‍යාත ජනයා අතර සෞඛ්‍යය හා සතුට ලුහුබැඳීමේ අවස්ථාවන් පුළුල් කරන"" බවත් පණ්ඩිතයන් එය ""දිවා ආලෝකය වහල් කාලය"" ලෙස නම් කර ඇති බවත්ය. Ically තිහාසිකව, සිල්ලර වෙළඳාම, ක්‍රීඩා සහ සංචාරක අවශ්‍යතා දිවා සුරැකීමට කැමැත්තක් දක්වන අතර කෘෂිකාර්මික හා සවස විනෝදාස්වාදයන් එයට විරුද්ධ වී ඇති අතර එය මුලින් සම්මත කර ගැනීමට බලශක්ති අර්බුදය සහ යුද්ධය හේතු විය. Ically තිහාසිකව, සිල්ලර වෙළඳාම, ක්‍රීඩා සහ සංචාරක අවශ්‍යතා දිවා සුරැකීමට කැමැත්තක් දක්වන අතර කෘෂිකාර්මික හා සවස විනෝදාස්වාදයන් එයට විරුද්ධ වී ඇති අතර එය මුලින් සම්මත කර ගැනීමට බලශක්ති අර්බුදය සහ යුද්ධය හේතු විය.","සවස විනෝදාස්වාද කර්මාන්තයට අමතරව, කුමන කර්මාන්තයේ අයද බොහෝ විට දිවා ආලෝකය ඉතිරි කිරීමට විරුද්ධ වන්නේ?",කෘෂි,1099
100,100,"අධිවේගී USB 2.0 හබ් වල අධිවේගී USB 2.0 බස් රථ සහ පූර්ණ හා අඩු වේගයේ බස් රථ අතර පරිවර්තනය වන ගනුදෙනු පරිවර්තකයන් නම් උපාංග අඩංගු වේ. අධිවේගී USB 2.0 හබ් එකක් අධිවේගී USB ධාරකයකට හෝ කේන්ද්‍රස්ථානයකට සම්බන්ධ කළ විට එය ක්‍රියාත්මක වන්නේ අධිවේගී මාදිලියේ ය. යූඑස්බී හබ් එක කේන්ද්‍රස්ථානයකට එක් ගනුදෙනු පරිවර්තකයෙකු භාවිතා කරමින් කේන්ද්‍රයේ ඇති සියලුම සම්පූර්ණ හා අඩු වේග උපාංග සඳහා යොමු කරන ලද සම්පූර්ණ / අඩු වේගයකින් යුත් බස් රථයක් නිර්මාණය කරයි, නැතහොත් එක් වරායකට එක් ගනුදෙනු පරිවර්තකයෙකු භාවිතා කර හුදකලා පූර්ණ / අඩු වේගයකින් යුත් බස් රථයක් නිර්මාණය කරයි. වරාය කේන්ද්‍රය මත. යූඑස්බී හබ් එක කේන්ද්‍රස්ථානයකට එක් ගනුදෙනු පරිවර්තකයෙකු භාවිතා කරමින් කේන්ද්‍රයේ ඇති සියලුම සම්පූර්ණ හා අඩු වේග උපාංග සඳහා යොමු කරන ලද සම්පූර්ණ / අඩු වේගයකින් යුත් බස් රථයක් නිර්මාණය කරයි, නැතහොත් එක් වරායකට එක් ගනුදෙනු පරිවර්තකයෙකු භාවිතා කර හුදකලා පූර්ණ / අඩු වේගයකින් යුත් බස් රථයක් නිර්මාණය කරයි. වරාය කේන්ද්‍රය මත.",අධිවේගී USB 2.0 හි අඩංගු වන්නේ කුමන ආකාරයේ උපාංගද?,ගනුදෙනු පරිවර්තකයන්,1100
