,Unnamed: 0,context_translated,question_translated,text_translated,original_index
10,10,"18 වන ශතවර්ෂයේ අවසාන භාගයට පෙර ධාන්ය, දැව සහ ගල් අඟුරු ප්ලිමුත් හි ප්‍රධාන ආනයන විය. මෙම කාලය තුළ සැබෑ ධනය ලැබුණේ අසල්වැසි නගරයක් වන ප්ලිමුත් ඩොක් (1824 දී ඩෙවොන්පෝට් ලෙස නම් කරන ලදි) වන අතර මුළු කලාපයේම ප්‍රධාන සේවා යෝජකයා වූයේ නැව් තටාකයයි. 18 වන සියවසේ අගභාගයේ සහ 19 වන සියවසේ මුල් භාගයේදී ප්ලයිමවුට්, ස්ටෝන්හවුස් සහ ඩෙවොන්පෝට් යන නගර තුනේ නගරය සමෘද්ධිමත් වූ අතර ලන්ඩන් ගෘහ නිර්මාණ ශිල්පී ජෝන් ෆුල්ස්ටන් විසින් නිර්මාණය කරන ලද නව සම්භාව්‍ය නාගරික සංවර්ධනයන්ගෙන් පොහොසත් විය. ඩෙවොන්පෝට් සහ ප්ලයිමූත් යන දෙකටම ෆුල්ස්ටන් වැදගත් වූ අතර විශාල පොදු ගොඩනැගිලි කිහිපයකට වගකිව යුතු විය. බොහෝ ඒවා දැන් විනාශ වී ඇත. ඇතීනියම්, රඟහල රාජකීය සහ රාජකීය හෝටලය සහ යුනියන් වීදියේ බොහෝ කොටස්. ඩෙවොන්පෝට් සහ ප්ලයිමූත් යන දෙකටම ෆුල්ස්ටන් වැදගත් වූ අතර විශාල පොදු ගොඩනැගිලි කිහිපයකට වගකිව යුතු විය. බොහෝ ඒවා දැන් විනාශ වී ඇත. ඇතීනියම්, රඟහල රාජකීය සහ රාජකීය හෝටලය සහ යුනියන් වීදියේ බොහෝ කොටස්.","ගල් අඟුරු සහ ධාන්ය වර්ග සමඟ, 18 වන සියවසේ ප්ලිමුත් හි වඩාත්ම වැදගත් ආනයනය කුමක්ද?","ගල් අඟුරු සහ ධාන්ය වර්ග සමඟ, 18 වන සියවසේ ප්ලිමුත් හි වඩාත්ම වැදගත් ආනයනය කුමක්ද?...",5010
11,11,දැව දැව...,හැනෝවර් හැරුණු විට ඔබට අන්ධ මිනිසා කෞතුකාගාරයක් සොයාගත හැක්කේ කොතැනින්ද?,බර්ලින්,5011
12,12,"ක්‍රීඩාවෙන් සංගීත තේරීම් 20 ක් අඩංගු සංයුක්ත තැටියක් එක්සත් ජනපදයේ ගේම්ස්ටොප් පෙර ඇණවුම් ප්‍රසාද දීමනාවක් ලෙස ලබා ගත හැකි විය; එය ජපානයේ, යුරෝපයේ සහ ඕස්ට්‍රේලියාවේ සියලුම මිටි වලට ඇතුළත් කර ඇත. [උපුටා දැක්වීම අවශ්‍යයි] [උපුටා දැක්වීම අවශ්‍යයි]",ගේම්ස්ටොප් ප්‍රසාද සංයුක්ත තැටියේ අන්තර්ගතය ක්‍රීඩාවේ සියලුම සංස්කරණ සඳහා ලබා දී ඇත්තේ කුමන ක්ෂේත්‍රවලද?,"ජපානය, යුරෝපය සහ ඕස්ට්‍රේලියාව",5012
13,13,ජර්මානු භෞතිකවාදියෙකු හා අදේවවාදී මානව විද්‍යා ologist ලුඩ්විග් ෆියර්බාක් විසින් ඔහුගේ කෘතිය වන ද එසෙන්ස් ඔෆ් ක්‍රිස්තියානි ධර්මය (1841) මගින් භෞතිකවාදයේ නව හැරීමක් සං signal ා කරනු ඇත. ෆියර්බාක්ගේ භෞතිකවාදය පසුව කාල් මාක්ස් කෙරෙහි බෙහෙවින් බලපානු ඇත. ෆියර්බාක්ගේ භෞතිකවාදය පසුව කාල් මාක්ස් කෙරෙහි බෙහෙවින් බලපානු ඇත.,“ක්‍රිස්තියානි ධර්මයේ සාරය” ලියා ඇත්තේ කුමන වර්ෂයේදීද?,1841,5013
14,14,"ඇඳුම් පැළඳුම් ඉතිහාසයේ ඉතා විවිධාකාර ද්‍රව්‍ය වලින් සෑදිය හැකිය. ද්‍රව්‍ය සම් සහ ලොම්, වියන ලද ද්‍රව්‍ය, විස්තීර්ණ හා විදේශීය ස්වාභාවික හා කෘතිම රෙදි වර්ග දක්වා විහිදේ. සියලුම ශරීර ආවරණ ඇඳුම් ලෙස නොසැලකේ. පැළඳීමට වඩා රැගෙන යන (පසුම්බි වැනි), ශරීරයේ එක් කොටසක පැළඳ සිටින සහ පහසුවෙන් ඉවත් කළ හැකි (ස්කාෆ්), අලංකාර කිරීම සඳහා (ස්වර්ණාභරණ) පමණක් පැළඳ සිටින හෝ ආරක්ෂාව (ඇස් කණ්ණාඩි) හැර වෙනත් කාර්යයක් ඉටු කරන ලිපි සාමාන්‍යයෙන් සලකනු ලැබේ. පාවහන් සහ තොප්පි මෙන් ඇඳුම් වලට වඩා උපාංග. පැළඳීමට වඩා රැගෙන යන (පසුම්බි වැනි), ශරීරයේ එක් කොටසක පැළඳ සිටින සහ පහසුවෙන් ඉවත් කළ හැකි (ස්කාෆ්), අලංකාර කිරීම සඳහා (ස්වර්ණාභරණ) පමණක් පැළඳ සිටින හෝ ආරක්ෂාව (ඇස් කණ්ණාඩි) හැර වෙනත් කාර්යයක් ඉටු කරන ලිපි සාමාන්‍යයෙන් සලකනු ලැබේ. පාවහන් සහ තොප්පි මෙන් ඇඳුම් වලට වඩා උපාංග.",ඇඳුම් පැළඳුම් ලෙස නොසැලකෙන ඇඳුම් ඇඳීමට වඩා ගෙන යන ලිපියක් කුමක්ද?,පසුම්බි,5014
15,15,"පසුම්බි ආමාශයේ හා සුලු පත්රිකාවක් තුළ අවශෝෂණය සිදුවන අතර, එම ක්‍රියාවලිය මලපහ කිරීමකින් අවසන් වේ.",සෙෆලික් අවධිය කුමක්ද?,මුඛය තුළ ලවණ නිපදවන අතර ආහාර ජීර්ණ එන්සයිම ආමාශයේ නිපදවේ,5015
16,16,"ඇමරිකානු ප්‍රාන්ත පනහ වෙනම ස්වෛරී රාජ්‍යයන් වන අතර, ඔවුන්ගේම ප්‍රාන්ත ව්‍යවස්ථා, ප්‍රාන්ත ආණ්ඩු සහ ප්‍රාන්ත අධිකරණ ඇත. සෑම ප්‍රාන්තයකම ව්‍යවස්ථාදායක ශාඛාවක් ඇත, එය රාජ්‍ය ප්‍ර utes ප්ති, ව්‍යවස්ථාපිත අවසරයට අනුකූලව රාජ්‍ය රෙගුලාසි ප්‍රකාශයට පත් කරන විධායක ශාඛාවක් සහ රාජ්‍ය ප්‍ර utes ප්ති සහ රෙගුලාසි මෙන්ම ප්‍රාදේශීය ආ in ාපනත් යන දෙකම අදාළ වන, අර්ථ නිරූපණය කරන සහ ඉඳහිට අවලංගු කරන අධිකරණ ශාඛාවක් ඇත. ෆෙඩරල් ආණ්ඩුක්‍රම ව්‍යවස්ථාව, ෆෙඩරල් ප්‍ර utes ප්ති හෝ ෆෙඩරල් සෙනෙට් සභාව විසින් අනුමත කරන ලද ජාත්‍යන්තර ගිවිසුම් මගින් තහනම් කර නැති කිසිවක් ආවරණය වන පරිදි නීති සම්පාදනය කිරීමට ඔවුන් පූර්ණ බලය රඳවා ගනී. සාමාන්‍යයෙන්, රාජ්‍ය ශ්‍රේෂ් reme ාධිකරණ යනු රාජ්‍ය ව්‍යවස්ථාවන්හි සහ රාජ්‍ය නීතියේ අවසාන අර්ථ නිරූපකයින් වන අතර, ඒවායේ අර්ථ නිරූපණය ෆෙඩරල් ප්‍රශ්නයක් ඉදිරිපත් නොකරන්නේ නම්, එම අවස්ථාවේ දී තීන්දුවක් එක්සත් ජනපද ශ්‍රේෂ් Supreme ාධිකරණයට අභියාචනයක් ඉදිරිපත් කළ හැකිය. නිදහසින් පසු ශතවර්ෂ ගණනාව තුළ රාජ්‍ය නීති නාටකාකාර ලෙස වෙනස් වී ඇති අතර, සම්ප්‍රදායිකව රාජ්‍ය පාලනය යටතේ පවතින බහුතරයක් නීති සම්බන්ධයෙන් එක්සත් ජනපදය එක් නීති පද්ධතියක් ලෙස සැලකිය නොහැකි නමුත් වෙනම වධහිංසා නීති පද්ධති 50 ක් ලෙස සැලකිය යුතුය. පවුල් නීතිය, දේපල නීතිය, කොන්ත්‍රාත් නීතිය, අපරාධ නීතිය යනාදිය. ඇමරිකානු ප්‍රාන්ත පනහ වෙනම ස්වෛරී රාජ්‍යයන් වන අතර, ඔවුන්ගේම ප්‍රාන්ත ව්‍යවස්ථා, ප්‍රාන්ත ආණ්ඩු සහ ප්‍රාන්ත අධිකරණ ඇත. සෑම ප්‍රාන්තයකම ව්‍යවස්ථාදායක ශාඛාවක් ඇත, එය රාජ්‍ය ප්‍ර utes ප්ති, ව්‍යවස්ථාපිත අවසරයට අනුකූලව රාජ්‍ය රෙගුලාසි ප්‍රකාශයට පත් කරන විධායක ශාඛාවක් සහ රාජ්‍ය ප්‍ර utes ප්ති සහ රෙගුලාසි මෙන්ම ප්‍රාදේශීය ආ in ාපනත් යන දෙකම අදාළ වන, අර්ථ නිරූපණය කරන සහ ඉඳහිට අවලංගු කරන අධිකරණ ශාඛාවක් ඇත. ෆෙඩරල් ආණ්ඩුක්‍රම ව්‍යවස්ථාව, ෆෙඩරල් ප්‍ර utes ප්ති හෝ ෆෙඩරල් සෙනෙට් සභාව විසින් අනුමත කරන ලද ජාත්‍යන්තර ගිවිසුම් මගින් තහනම් කර නැති කිසිවක් ආවරණය වන පරිදි නීති සම්පාදනය කිරීමට ඔවුන් පූර්ණ බලය රඳවා ගනී. සාමාන්‍යයෙන්, රාජ්‍ය ශ්‍රේෂ් reme ාධිකරණ යනු රාජ්‍ය ව්‍යවස්ථාවන්හි සහ රාජ්‍ය නීතියේ අවසාන අර්ථ නිරූපකයින් වන අතර, ඒවායේ අර්ථ නිරූපණය ෆෙඩරල් ප්‍රශ්නයක් ඉදිරිපත් නොකරන්නේ නම්, එම අවස්ථාවේ දී තීන්දුවක් එක්සත් ජනපද ශ්‍රේෂ් Supreme ාධිකරණයට අභියාචනයක් ඉදිරිපත් කළ හැකිය. නිදහසින් පසු ශතවර්ෂ ගණනාව තුළ රාජ්‍ය නීති නාටකාකාර ලෙස වෙනස් වී ඇති අතර, සම්ප්‍රදායිකව රාජ්‍ය පාලනය යටතේ පවතින බහුතරයක් නීති සම්බන්ධයෙන් එක්සත් ජනපදය එක් නීති පද්ධතියක් ලෙස සැලකිය නොහැකි නමුත් වෙනම වධහිංසා නීති පද්ධති 50 ක් ලෙස සැලකිය යුතුය. පවුල් නීතිය, දේපල නීතිය, කොන්ත්‍රාත් නීතිය, අපරාධ නීතිය යනාදිය....",සංගමයේ ප්‍රාන්ත 50 යනු කුමක්ද?,වෙනම පරමාධිපත්‍ය,5016
17,17,"එය අත්ලාන්තික් වෙරළ තීරයේ අබ්සෙකොන් දූපතේ ය. 1854 මැයි 1 වන දින අත්ලාන්තික් නගරය සංස්ථාගත කරන ලද්දේ බිත්තර වරාය නගර සහ ගැලෝවේ නගරවල කොටස් වලිනි. නගරය මායිම් වන්නේ අබ්සෙකොන්, බ්‍රිගන්ටයින්, ප්ලෙසන්ට්විල්, වෙන්ට්නර් සිටි සහ බටහිර අත්ලාන්තික් නගරයයි. නගරය මායිම් වන්නේ අබ්සෙකොන්, බ්‍රිගන්ටයින්, ප්ලෙසන්ට්විල්, වෙන්ට්නර් සිටි සහ බටහිර අත්ලාන්තික් නගරයයි.",අත්ලාන්තික් නගරය සමඟ දේශ සීමාවක් ඇති තවත් නගර කීයක් තිබේද?,"ඇබ්සෙකොන්, බ්‍රිගන්ටයින්, ප්ලෙසන්ට්විල්, වෙන්ට්නර් සිටි සහ බටහිර අත්ලාන්තික් සිටි",5017
18,18,"ඇබ්සෙකොන්, බ්‍රිගන්ටයින්, ප්ලෙසන්ට්විල්, වෙන්ට්නර් සිටි සහ බටහිර අත්ලාන්තික් සිටි සමහර මුල් අප්‍රිකානු වහලුන් ඔවුන්ගේ ස්වාමිවරුන් විසින් නිදහස් කරනු ලැබීය.",ස්වදේශිකයන් සමඟ මිශ්‍ර වූ මුල්ම යුරෝපීයයන් සතුව තිබූ රැකියා මොනවාද?,ගවේෂකයන් සහ සොල්දාදුවන්,5018
19,19,ගවේෂකයන් සහ සොල්දාදුවන් සෑම වසරකම සැප්තැම්බර් මාසයේදී සවුත්හැම්ප්ටන් බෝට්ටු ප්‍රදර්ශනය පවත්වනු ලබන අතර ප්‍රදර්ශකයින් 600 කට අධික සංඛ්‍යාවක් සහභාගී වූහ. එය 1968 සිට නගරයේ දිය ඇල්ලේ මේෆ්ලවර් උද්‍යානයේ සතියක් පමණ දිව යයි. බෝට්ටු සංදර්ශනය යනු සී සිටි හි උච්චතම අවස්ථාව වන අතර එය සෑම වසරකම අප්‍රේල් සිට සැප්තැම්බර් දක්වා ක්‍රියාත්මක වන අතර සවුත්හැම්ප්ටන් මුහුද සමඟ ඇති සම්බන්ධතා සැමරීම සඳහා සෑම වසරකම අප්‍රේල් සිට සැප්තැම්බර් දක්වා දිව යයි.,සෑම වසරකම සැප්තැම්බර් මාසයේදී සවුත්හැම්ප්ටන් බෝට්ටු ප්‍රදර්ශනය පවත්වනු ලබන අතර ප්‍රදර්ශකයින් 600 කට අධික සංඛ්‍යාවක් සහභාගී වූහ. එය 1968 සිට නගරයේ දිය ඇල්ලේ මේෆ්ලවර් උද්‍යානයේ සතියක් පමණ දිව යයි. බෝට්ටු සංදර්ශනය යනු සී සිටි හි උච්චතම අවස්ථාව වන අතර එය සෑම වසරකම අප්‍රේල් සිට සැප්තැම්බර් දක්වා ක්‍රියාත්මක වන අතර සවුත්හැම්ප්ටන් මුහුද සමඟ ඇති සම්බන්ධතා සැමරීම සඳහා සෑම වසරකම අප්‍රේල් සිට සැප්තැම්බර් දක්වා දිව යයි.,මේෆ්ලවර් උද්‍යානය,5019
20,20,මේෆ්ලවර් උද්‍යානය විලියම් එම ස්ථානය ජෙෆ්රි ඩි මැන්ඩෙවිල්ට ලබා දුන් අතර ඔහු එය වෙස්ට්මිනිස්ටර් ඇබේ හි භික්ෂූන් වහන්සේලාට ලබා දුන්නේය.,වෙස්ට්මිනිස්ටර්හි භික්ෂූන් වහන්සේලාට වෙබ් අඩවිය දුන්නේ කවුද?,වෙස්ට්මිනිස්ටර්හි භික්ෂූන් වහන්සේලාට වෙබ් අඩවිය දුන්නේ කවුද?,5020
21,21,"ක්‍රි.පූ 2 වන සහස්‍රයේ අග භාගය දක්වා දිවෙන ඉන්දියානු දර්ශනය හා හින්දු දර්ශනය පිළිබඳ පැරණිතම ග්‍රන්ථ වන වේදයන් පුරාණ හින්දු විශ්ව විද්‍යාව විස්තර කරයි, විශ්වය මැවීම, විනාශය සහ නැවත ඉපදීම යන පුනරාවර්තන චක්‍ර හරහා ගමන් කරන අතර සෑම චක්‍රයක්ම වසර මිලියන 4,320 ක් පවතී. පර්මිනයිඩ්ස් සහ හෙරක්ලිටස් ඇතුළු පුරාණ ග්‍රීක දාර්ශනිකයන් කාලයෙහි ස්වභාවය පිළිබඳව රචනා ලිවීය. ටිමියස්හි ප්ලේටෝ, ස්වර්ගීය වස්තූන්ගේ චලනයේ කාලය සමඟ කාලය හඳුනා ගත්තේය. ඇරිස්ටෝටල් සිය භෞතික විද්‍යාවේ IV වන පොතේ කාලය අර්ථ දැක්වුවේ 'පෙර හා පසු චලනයන් ගණන' ලෙසිනි. ක්‍රි.පූ 2 වන සහස්‍රයේ අග භාගය දක්වා දිවෙන ඉන්දියානු දර්ශනය හා හින්දු දර්ශනය පිළිබඳ පැරණිතම ග්‍රන්ථ වන වේදයන් පුරාණ හින්දු විශ්ව විද්‍යාව විස්තර කරයි, විශ්වය මැවීම, විනාශය සහ නැවත ඉපදීම යන පුනරාවර්තන චක්‍ර හරහා ගමන් කරන අතර සෑම චක්‍රයක්ම වසර මිලියන 4,320 ක් පවතී. පර්මිනයිඩ්ස් සහ හෙරක්ලිටස් ඇතුළු පුරාණ ග්‍රීක දාර්ශනිකයන් කාලයෙහි ස්වභාවය පිළිබඳව රචනා ලිවීය. ටිමියස්හි ප්ලේටෝ, ස්වර්ගීය වස්තූන්ගේ චලනයේ කාලය සමඟ කාලය හඳුනා ගත්තේය. ඇරිස්ටෝටල් සිය භෞතික විද්‍යාවේ IV වන පොතේ කාලය අර්ථ දැක්වුවේ 'පෙර හා පසු චලනයන් ගණන' ලෙසිනි.",කාලය පිළිබඳ සංකල්පය මත රචනා කළ පුරාණ ග්‍රීක දාර්ශනිකයන් කවුද?,පර්මනයිඩ්ස් සහ හෙරක්ලිටස්,5021
22,22,පර්මනයිඩ්ස් සහ හෙරක්ලිටස් ,කඳුකර ප්‍රාන්ත කිහිපයක් මෝගල් පාලනය පිළිගෙන මෝගල්වරුන්ට නිතිපතා උපහාර දැක්වීය. කන්ගරා යටත් කරගත්තේ කවුද?,මහමුද් ගස්නවි,5022
23,23,මහමුද් ගස්නවි මෙම නියමයන් දෙකත් සමඟ පාප්තුමා තරුණ බිෂොප්වරුන් හා කාර්දිනල්වරුන්ගෙන් තනතුරු කිහිපයක් පුරවා ඇති අතර වයස නිසා ඉල්ලා අස්වීම් කිහිපයක් සැලකිල්ලට ගනිමින් රෝම කියුරියාව තවදුරටත් ජාත්‍යන්තරීකරණය කළේය.,පෝල් වීගේ දේශනාකාරයා නිකුත් කරන ලද්දේ කවදාද?,1966,5023
24,24,"1966... 2008 වන විට [යාවත්කාලීන කිරීම], එක්සත් ජාතීන්ගේ තක්සේරුව අනුව මියාමි නාගරික සමූහකරණය ලෝකයේ 44 වන විශාලතම වේ.",එක්සත් ජනපද නගර අතර ජනගහනයෙන් මයාමි ශ්‍රේණිගත වන්නේ කොතැනින්ද?,42 වන ස්ථානය,5024
25,25,"42 වන ස්ථානය... මෙම දේපලෙහි නූතන ප්‍රතිසමය, චාලක ශක්තිය, වීස් වීවා වෙතින් වෙනස් වන්නේ දෙකක සාධකයකින් පමණි.",තාප ශක්තිය පදාර්ථයේ සං parts ටක කොටස්වල අහඹු චලිතයකින් සමන්විත වන බවට ලිබ්නිස්ගේ මතය බෙදාගත්තේ කවුද?,අයිසැක් නිව්ටන්,5025
